customerid,is_male,is_senior,has_partner,has_dependents,tenure,has_phone_service,has_multiple_lines,internetservice,has_internet,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,is_paperless,paymentmethod,monthlycharges,totalcharges,churn
2485-ITVKB,f,f,t,f,2,f,,DSL,t,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,35.10,68.75,t
3669-OYSJI,t,f,f,f,1,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,f,Credit card (automatic),46.20,46.20,t
1612-EOHDH,f,f,f,f,1,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,f,Electronic check,45.15,45.15,t
6702-OHFWR,t,t,f,f,1,f,,DSL,t,No,Yes,Yes,No,No,Yes,Month-to-month,t,Electronic check,43.30,43.30,t
5296-BFCYD,t,f,t,t,46,t,f,No,f,,,,,,,Two year,t,Mailed check,20.10,936.85,f
4510-PYUSH,f,t,f,f,38,t,f,DSL,t,Yes,Yes,No,No,No,No,Month-to-month,t,Credit card (automatic),57.15,2250.65,t
9359-JANWS,f,f,t,f,65,t,f,DSL,t,Yes,No,Yes,Yes,No,No,Two year,f,Credit card (automatic),58.90,3857.10,f
7517-SAWMO,f,f,t,f,19,t,f,Fiber optic,t,Yes,No,No,No,No,No,Month-to-month,t,Electronic check,73.20,1441.10,t
4143-HHPMK,t,f,f,f,52,t,f,Fiber optic,t,No,Yes,No,No,No,Yes,Month-to-month,t,Electronic check,85.35,4338.60,t
3279-DYZQM,t,f,t,t,71,t,f,No,f,,,,,,,Two year,f,Mailed check,19.45,1378.45,f
7054-LGEQW,f,f,f,f,1,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,f,Mailed check,45.95,45.95,t
0523-VNGTF,f,t,f,f,52,f,,DSL,t,No,Yes,Yes,Yes,Yes,No,Month-to-month,t,Electronic check,50.50,2566.30,f
9575-IWCAZ,t,f,t,f,6,t,t,No,f,,,,,,,One year,f,Mailed check,25.10,171.00,f
7105-MXJLL,f,t,t,f,26,t,f,DSL,t,No,No,Yes,No,No,Yes,One year,f,Mailed check,60.70,1597.40,f
7064-FRRSW,t,t,f,f,48,t,t,Fiber optic,t,No,Yes,No,No,Yes,Yes,One year,t,Electronic check,99.00,4744.35,f
7940-UQQUG,f,f,t,t,64,t,t,Fiber optic,t,Yes,No,No,Yes,Yes,Yes,One year,t,Bank transfer (automatic),104.40,6721.60,f
0923-PNFUB,f,f,f,f,3,t,f,Fiber optic,t,No,Yes,No,No,Yes,No,Month-to-month,f,Electronic check,83.75,247.25,t
3961-SXAXY,t,f,f,f,1,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),44.05,44.05,f
7010-BRBUU,t,f,t,t,72,t,t,No,f,,,,,,,Two year,f,Credit card (automatic),24.10,1734.65,f
3566-HJGPK,t,f,f,f,1,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,t,Mailed check,45.55,45.55,f
3062-ICYZQ,f,f,t,t,51,t,t,Fiber optic,t,Yes,Yes,No,No,No,Yes,Month-to-month,t,Electronic check,93.80,4539.35,f
9938-PRCVK,f,f,t,t,41,t,f,No,f,,,,,,,Two year,f,Bank transfer (automatic),19.70,804.25,f
0973-KYVNF,f,f,t,t,72,t,f,DSL,t,Yes,Yes,Yes,No,Yes,No,Two year,t,Credit card (automatic),70.65,5011.15,f
5129-HHMZC,f,f,t,f,43,t,t,DSL,t,Yes,Yes,No,Yes,Yes,Yes,Two year,f,Credit card (automatic),86.45,3574.50,f
9637-CDTKZ,t,f,t,f,72,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),114.10,8086.40,f
3946-JEWRQ,t,f,t,f,47,t,t,Fiber optic,t,No,No,No,No,Yes,Yes,One year,t,Credit card (automatic),95.20,4563.00,f
7873-CVMAW,t,f,f,f,72,t,t,DSL,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Credit card (automatic),88.55,6362.35,f
0463-WZZKO,t,f,f,f,3,t,f,No,f,,,,,,,Month-to-month,t,Credit card (automatic),20.75,67.10,f
3494-JCHRQ,t,f,f,f,1,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,70.05,70.05,t
6474-FVJLC,t,f,f,f,2,t,t,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,86.00,165.45,t
4524-QCSSM,t,f,f,f,26,f,,DSL,t,Yes,Yes,No,No,No,Yes,Month-to-month,t,Bank transfer (automatic),44.65,1156.55,f
5832-EXGTT,t,f,t,t,29,t,f,DSL,t,Yes,No,No,No,No,Yes,Month-to-month,t,Mailed check,60.20,1834.15,f
8840-DQLGN,f,t,t,f,35,t,t,Fiber optic,t,Yes,Yes,No,Yes,Yes,No,Month-to-month,t,Bank transfer (automatic),100.50,3653.35,t
2039-JONDJ,t,f,f,f,27,t,f,DSL,t,Yes,Yes,No,No,No,No,One year,f,Bank transfer (automatic),55.45,1477.65,f
7217-JYHOQ,t,f,t,t,24,t,f,DSL,t,Yes,Yes,No,Yes,No,Yes,Month-to-month,t,Credit card (automatic),70.30,1706.45,f
6695-FRVEC,t,f,t,t,67,t,f,DSL,t,Yes,No,Yes,Yes,No,No,Two year,t,Bank transfer (automatic),60.40,3953.70,f
4547-LYTDD,f,f,f,f,16,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,f,Electronic check,72.65,1194.30,t
9894-QMIMJ,f,f,f,f,23,t,f,DSL,t,No,Yes,Yes,No,No,No,One year,f,Bank transfer (automatic),55.80,1327.85,f
8069-YQQAJ,t,f,f,f,14,f,,DSL,t,No,Yes,No,No,No,No,Month-to-month,t,Mailed check,31.10,419.70,f
6770-XUAGN,f,f,t,t,1,t,f,No,f,,,,,,,Month-to-month,t,Electronic check,21.00,21.00,t
4193-ORFCL,f,t,f,f,1,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,f,Mailed check,45.10,45.10,t
1636-NTNCO,t,t,f,f,4,f,,DSL,t,No,Yes,No,No,Yes,Yes,Month-to-month,t,Credit card (automatic),50.95,207.35,f
3466-WAESX,t,f,f,t,16,t,t,DSL,t,Yes,Yes,No,No,No,Yes,Month-to-month,t,Electronic check,69.10,1083.70,f
9281-PKKZE,f,f,t,f,46,f,,DSL,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,43.95,2007.85,f
3638-VBZTA,t,f,f,t,68,t,t,DSL,t,Yes,Yes,No,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),86.50,5882.75,f
7459-IMVYU,t,f,f,f,38,t,t,DSL,t,Yes,Yes,Yes,Yes,No,No,Month-to-month,f,Electronic check,69.95,2657.55,f
7776-QWNFX,t,t,t,f,30,t,f,DSL,t,No,Yes,No,No,No,No,Month-to-month,t,Bank transfer (automatic),50.40,1527.50,t
6689-TCZHQ,f,t,f,f,5,t,f,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,f,Electronic check,78.95,378.40,t
8563-OYMQY,t,f,f,f,17,t,f,Fiber optic,t,No,Yes,Yes,No,No,Yes,Month-to-month,t,Credit card (automatic),90.95,1612.20,f
0754-EEBDC,t,f,t,t,4,t,f,No,f,,,,,,,Two year,f,Mailed check,19.90,76.65,f
5777-ZPQNC,f,f,f,f,12,t,f,No,f,,,,,,,One year,f,Electronic check,20.15,260.70,f
1951-IEYXM,t,f,t,t,72,t,t,DSL,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),90.60,6441.85,f
3318-NMQXL,t,f,f,f,3,t,f,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,92.00,266.80,f
3143-ILDAL,t,f,f,f,56,t,t,Fiber optic,t,No,Yes,No,Yes,No,Yes,Month-to-month,t,Electronic check,94.45,5124.60,t
1022-RKXDR,f,f,f,f,41,t,t,No,f,,,,,,,One year,t,Mailed check,24.85,962.25,f
2361-FJWNO,t,f,f,f,40,f,,DSL,t,No,Yes,No,Yes,No,No,One year,f,Credit card (automatic),36.00,1382.90,f
2272-UOINI,f,f,f,f,7,t,f,DSL,t,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,t,Electronic check,78.50,571.05,f
8232-UTFOZ,t,f,f,f,69,t,f,No,f,,,,,,,Two year,f,Credit card (automatic),19.95,1399.35,f
3750-YHRYO,t,f,t,t,7,t,f,No,f,,,,,,,One year,f,Mailed check,20.65,150.00,f
6637-KYRCV,f,f,t,t,5,f,,DSL,t,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,30.50,167.20,f
5668-MEISB,f,f,t,t,72,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,No,Two year,f,Credit card (automatic),106.10,7657.40,f
0129-QMPDR,t,f,t,t,44,t,f,No,f,,,,,,,One year,t,Bank transfer (automatic),20.50,865.05,f
7188-CBBBA,f,f,f,f,65,t,t,Fiber optic,t,No,Yes,Yes,No,Yes,No,One year,t,Electronic check,95.50,6153.85,f
5356-CSVSQ,f,f,f,f,3,t,t,DSL,t,No,No,No,Yes,Yes,No,Month-to-month,f,Electronic check,64.60,174.20,f
3221-CJMSG,t,f,f,f,24,t,f,DSL,t,No,No,No,Yes,No,No,Month-to-month,t,Credit card (automatic),51.10,1269.60,f
4720-VSTSI,f,f,f,f,44,t,t,Fiber optic,t,No,Yes,Yes,No,No,No,Month-to-month,t,Bank transfer (automatic),84.80,3862.55,t
3219-JQRSL,f,t,t,f,72,t,t,DSL,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Credit card (automatic),89.10,6352.40,f
2801-NISEI,t,f,f,f,24,t,f,DSL,t,Yes,No,No,Yes,No,No,Month-to-month,f,Electronic check,54.95,1348.50,f
3946-MHCZW,t,f,f,f,1,t,f,DSL,t,No,No,Yes,No,No,No,Month-to-month,f,Mailed check,50.90,50.90,t
4623-ZKHLY,t,f,t,f,22,t,f,No,f,,,,,,,Month-to-month,t,Bank transfer (automatic),20.45,471.55,f
6732-VAILE,t,f,t,t,70,t,t,DSL,t,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),85.95,5931.75,f
8201-AAXCB,t,f,t,t,25,t,t,DSL,t,No,No,No,No,Yes,No,Month-to-month,f,Electronic check,60.35,1404.65,f
7696-CFTAT,t,f,t,t,37,t,f,No,f,,,,,,,Two year,f,Bank transfer (automatic),19.80,726.10,f
1845-CSBRZ,f,t,t,t,22,t,t,Fiber optic,t,No,No,No,No,Yes,No,Month-to-month,f,Bank transfer (automatic),85.35,1961.60,f
2123-VSCOT,f,f,t,t,59,t,t,DSL,t,No,No,Yes,Yes,Yes,No,Two year,t,Bank transfer (automatic),72.10,4194.85,f
6651-AZVTJ,t,f,t,t,49,t,t,Fiber optic,t,No,No,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,99.80,4872.45,t
4566-GOLUK,t,f,t,t,47,t,t,Fiber optic,t,No,No,Yes,Yes,Yes,Yes,Month-to-month,t,Bank transfer (automatic),107.35,5118.95,t
2484-DGXPZ,f,f,t,t,31,t,f,No,f,,,,,,,Month-to-month,t,Mailed check,19.55,658.95,t
2018-QKYGT,t,f,t,t,1,t,f,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,81.05,81.05,f
2792-VPPET,t,f,f,f,3,t,f,No,f,,,,,,,Month-to-month,t,Electronic check,20.50,76.95,f
7409-JURKQ,f,f,t,f,53,t,t,Fiber optic,t,No,Yes,Yes,Yes,Yes,Yes,One year,t,Bank transfer (automatic),111.80,5809.75,f
3247-MHJKM,t,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,20.20,20.20,f
1964-SVLEA,t,f,f,f,20,t,f,No,f,,,,,,,One year,t,Mailed check,19.70,415.90,f
4587-NUKOX,f,f,f,f,3,t,f,Fiber optic,t,Yes,Yes,No,No,No,No,Month-to-month,t,Electronic check,79.10,246.50,t
7297-DVYGA,f,f,f,f,51,t,f,No,f,,,,,,,One year,t,Bank transfer (automatic),19.85,996.95,f
2239-CGBUZ,f,f,t,f,51,t,f,DSL,t,Yes,Yes,No,Yes,No,No,One year,t,Bank transfer (automatic),60.50,3145.15,f
0854-UYHZD,f,f,t,t,13,t,f,No,f,,,,,,,Two year,f,Mailed check,19.55,265.30,f
7243-LCGGZ,f,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,20.90,20.90,f
8267-KFGYD,t,f,f,t,1,t,f,No,f,,,,,,,Month-to-month,t,Mailed check,21.05,21.05,f
4890-VMUAV,t,f,f,f,63,t,t,DSL,t,Yes,Yes,Yes,Yes,No,No,One year,f,Electronic check,71.50,4576.30,f
9261-WDCAF,t,f,f,f,3,t,f,DSL,t,No,No,No,No,No,Yes,Month-to-month,f,Mailed check,54.65,189.10,f
3764-MNMOI,t,f,f,f,46,t,f,No,f,,,,,,,Two year,f,Credit card (automatic),19.20,908.15,f
7442-YGZFK,t,f,f,f,1,t,t,DSL,t,No,No,No,No,No,No,Month-to-month,t,Credit card (automatic),49.80,49.80,f
0420-BWTPW,t,f,f,t,8,f,,DSL,t,No,No,No,No,No,No,Month-to-month,f,Mailed check,25.50,215.20,t
8229-BUJHX,f,f,t,t,71,t,f,No,f,,,,,,,Two year,f,Bank transfer (automatic),20.50,1500.95,f
7449-HVPIV,t,f,t,t,55,t,t,Fiber optic,t,No,No,Yes,No,Yes,No,Month-to-month,t,Credit card (automatic),90.40,5099.15,f
5504-WSIUR,f,f,f,f,70,t,t,Fiber optic,t,No,Yes,Yes,Yes,No,No,One year,t,Bank transfer (automatic),90.25,6385.95,f
8183-ONMXC,f,f,f,f,2,t,f,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,f,Electronic check,80.75,159.45,t
8466-PZBLH,t,f,t,t,67,t,t,Fiber optic,t,Yes,No,No,Yes,Yes,Yes,Two year,f,Bank transfer (automatic),104.60,6885.75,f
9614-RMGHA,t,f,t,f,65,t,t,Fiber optic,t,No,Yes,No,No,Yes,No,Month-to-month,t,Bank transfer (automatic),91.85,5940.85,t
8735-IJJEG,t,f,t,f,14,t,f,DSL,t,No,No,Yes,No,No,No,Month-to-month,f,Credit card (automatic),50.20,668.85,f
0564-MUUQK,f,f,t,t,20,t,t,Fiber optic,t,No,No,Yes,Yes,No,Yes,Month-to-month,t,Bank transfer (automatic),95.50,1916.20,f
5054-IEXZT,t,f,f,t,1,t,f,Fiber optic,t,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,75.35,75.35,t
5834-ASPWA,t,f,f,f,1,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,75.45,75.45,t
0701-RFGFI,f,f,t,t,49,t,t,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Bank transfer (automatic),95.40,4613.95,f
0019-EFAEP,f,f,f,f,72,t,t,Fiber optic,t,Yes,Yes,Yes,No,Yes,No,Two year,t,Bank transfer (automatic),101.30,7261.25,f
5619-PTMIK,f,f,t,f,46,t,t,DSL,t,Yes,No,No,No,No,No,Month-to-month,f,Electronic check,53.10,2459.80,f
3737-XBQDD,t,f,f,f,24,t,t,Fiber optic,t,No,Yes,Yes,No,No,No,Month-to-month,t,Bank transfer (automatic),84.85,2048.80,f
5882-CMAZQ,f,f,t,t,5,f,,DSL,t,No,Yes,No,Yes,No,No,Month-to-month,f,Electronic check,34.25,163.55,f
5846-QFDFI,f,f,t,t,33,t,t,Fiber optic,t,No,Yes,Yes,Yes,No,No,Month-to-month,f,Credit card (automatic),88.60,2888.70,f
4445-KWOKW,f,f,f,f,42,t,t,DSL,t,Yes,Yes,No,No,No,No,One year,t,Bank transfer (automatic),60.15,2421.60,f
3511-APPBJ,t,f,f,f,23,t,f,Fiber optic,t,Yes,No,Yes,No,Yes,Yes,One year,t,Credit card (automatic),99.95,2292.75,f
7967-HYCDE,t,f,f,f,8,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,f,Bank transfer (automatic),70.70,553.40,f
2430-RRYUW,t,f,f,f,66,t,f,DSL,t,Yes,Yes,No,No,No,No,One year,t,Mailed check,54.80,3465.70,f
3948-XHGNA,t,f,f,f,24,t,f,DSL,t,Yes,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),49.55,1210.40,t
3723-BFBGR,t,t,f,f,24,t,t,DSL,t,No,Yes,No,No,No,No,Month-to-month,f,Credit card (automatic),54.80,1291.30,f
0565-IYCGT,t,f,f,f,69,t,t,DSL,t,Yes,Yes,Yes,Yes,No,Yes,One year,t,Credit card (automatic),78.60,5356.45,t
5447-WZAFP,f,f,f,f,53,t,f,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,One year,t,Mailed check,100.30,5200.80,f
5110-CHOPY,f,f,f,f,60,f,,DSL,t,Yes,No,Yes,No,Yes,Yes,Two year,f,Electronic check,53.60,3237.05,f
5445-UTODQ,f,f,t,f,7,t,f,Fiber optic,t,No,No,No,No,Yes,No,Month-to-month,t,Electronic check,81.10,576.65,t
4425-OWHWB,f,f,f,f,20,t,f,No,f,,,,,,,One year,t,Credit card (automatic),19.35,433.75,f
7892-QVYKW,f,f,t,t,23,t,t,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,f,Electronic check,85.60,1868.40,f
9675-ICXCT,t,f,t,t,72,t,f,DSL,t,Yes,No,Yes,Yes,Yes,Yes,Two year,t,Electronic check,80.80,5728.55,f
1024-VRZHF,t,f,t,f,11,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,74.95,825.70,t
4703-MQYKT,t,f,f,f,21,t,f,No,f,,,,,,,Two year,f,Mailed check,19.60,390.40,f
9497-QCMMS,t,t,f,f,1,t,t,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,93.55,93.55,t
5692-ICXLW,t,t,f,f,31,t,t,Fiber optic,t,No,Yes,No,No,Yes,No,Month-to-month,t,Electronic check,90.70,2845.15,f
0602-DDUML,f,f,f,f,57,t,f,DSL,t,No,Yes,Yes,Yes,Yes,No,Two year,f,Mailed check,69.75,3894.40,f
2208-MPXIO,f,f,t,t,45,t,f,No,f,,,,,,,Two year,t,Bank transfer (automatic),20.00,886.40,f
1960-UYCNN,t,f,f,f,10,t,t,Fiber optic,t,No,Yes,Yes,No,No,Yes,Month-to-month,t,Electronic check,95.25,1021.55,f
0348-SDKOL,f,f,t,f,58,t,t,Fiber optic,t,No,No,Yes,Yes,Yes,Yes,Month-to-month,t,Credit card (automatic),102.10,5885.40,t
3190-FZATL,t,f,f,t,14,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,19.95,268.40,f
7336-RLLRH,t,f,t,f,27,t,t,DSL,t,Yes,No,No,Yes,Yes,Yes,One year,f,Mailed check,80.85,2204.35,f
4373-MAVJG,f,f,t,t,14,t,t,Fiber optic,t,No,Yes,No,No,No,Yes,Month-to-month,t,Bank transfer (automatic),90.90,1259.00,t
8901-HJXTF,f,f,t,t,12,f,,DSL,t,No,Yes,No,No,No,No,Month-to-month,f,Mailed check,29.20,309.10,t
7710-JSYOA,f,f,t,t,69,t,t,Fiber optic,t,No,Yes,No,Yes,No,Yes,Two year,t,Bank transfer (automatic),93.30,6398.05,f
5419-KLXBN,f,f,t,t,25,t,f,Fiber optic,t,No,Yes,Yes,No,Yes,No,Month-to-month,t,Bank transfer (automatic),89.15,2257.75,t
3424-NMNBO,t,t,t,f,58,t,t,Fiber optic,t,Yes,Yes,Yes,No,Yes,Yes,One year,t,Electronic check,108.85,6287.25,t
9885-MFVSU,f,f,t,t,35,f,,DSL,t,Yes,No,No,Yes,Yes,No,Two year,t,Credit card (automatic),46.35,1662.05,f
4514-GFCFI,f,t,f,f,16,t,t,Fiber optic,t,No,No,No,No,Yes,No,Month-to-month,t,Electronic check,84.75,1350.15,t
0607-MVMGC,t,f,t,t,45,t,t,DSL,t,No,Yes,Yes,No,Yes,Yes,One year,f,Credit card (automatic),78.75,3600.65,f
3365-SAIGS,f,f,f,f,17,t,f,Fiber optic,t,No,Yes,No,No,Yes,No,Month-to-month,t,Electronic check,83.55,1329.15,f
9828-AOQLM,f,f,t,t,1,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,45.70,45.70,t
8022-BECSI,t,f,f,f,22,t,f,No,f,,,,,,,One year,f,Mailed check,19.60,422.50,f
8000-REIQB,f,t,f,f,1,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,69.95,69.95,t
9993-LHIEB,t,f,t,t,67,t,f,DSL,t,Yes,No,Yes,Yes,No,Yes,Two year,f,Mailed check,67.85,4627.65,f
0266-CLZKZ,f,f,t,t,67,t,t,Fiber optic,t,No,No,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),105.65,6717.90,f
7615-ESMYF,f,f,t,f,2,f,,DSL,t,No,No,No,No,Yes,Yes,Month-to-month,f,Electronic check,44.60,97.10,t
3858-VOBET,t,f,f,f,23,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,74.95,1710.45,t
7020-OZKXZ,f,t,f,f,9,t,f,Fiber optic,t,No,No,Yes,No,No,No,Month-to-month,f,Credit card (automatic),75.50,637.40,f
3977-QCRSL,f,f,f,f,5,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,20.15,117.95,f
0017-DINOC,t,f,f,f,54,f,,DSL,t,Yes,No,No,Yes,Yes,No,Two year,f,Credit card (automatic),45.20,2460.55,f
1447-PJGGA,f,f,f,f,57,t,f,Fiber optic,t,No,No,Yes,No,Yes,Yes,Two year,t,Electronic check,95.25,5464.65,t
8565-CLBZW,t,f,f,f,24,t,t,Fiber optic,t,No,No,Yes,No,Yes,No,Month-to-month,t,Mailed check,89.85,2165.05,t
9139-WQQDY,f,f,t,t,49,t,t,Fiber optic,t,No,Yes,No,No,Yes,Yes,One year,f,Mailed check,100.45,4941.80,t
0224-HJAPT,t,f,f,f,5,t,t,DSL,t,No,No,No,No,No,No,Month-to-month,f,Electronic check,47.15,223.15,t
8086-OVPWV,t,f,f,f,2,t,f,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,80.20,181.10,t
9430-FRQOC,f,f,f,t,4,t,t,Fiber optic,t,No,No,Yes,Yes,No,No,Month-to-month,t,Mailed check,87.10,341.45,t
7639-OPLNG,t,f,t,t,70,t,t,DSL,t,Yes,Yes,Yes,Yes,Yes,No,Two year,t,Bank transfer (automatic),79.25,5731.85,f
3074-GQWYX,t,f,f,f,5,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),75.90,357.75,t
1492-QGCLU,t,f,t,t,53,t,t,DSL,t,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,f,Electronic check,85.70,4616.10,f
6845-RGTYS,f,f,t,f,47,t,t,Fiber optic,t,Yes,Yes,Yes,No,Yes,No,Month-to-month,t,Electronic check,98.75,4533.70,t
7328-OWMOM,f,f,f,t,31,t,f,No,f,,,,,,,One year,f,Credit card (automatic),20.10,589.25,f
4418-LZMSV,t,f,t,t,13,t,f,DSL,t,No,Yes,Yes,Yes,No,No,Month-to-month,f,Bank transfer (automatic),61.80,750.10,f
5155-AZQPB,f,f,t,t,28,t,t,DSL,t,No,No,No,No,No,No,Month-to-month,f,Mailed check,49.90,1410.25,f
8861-HGGKB,f,f,f,f,10,t,t,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,f,Electronic check,86.45,830.85,t
1087-GRUYI,t,f,t,f,38,t,f,No,f,,,,,,,Two year,f,Bank transfer (automatic),20.40,743.50,f
7065-YUNRY,f,f,f,f,1,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,t,Mailed check,45.30,45.30,t
7694-VLBWQ,t,f,t,f,67,t,t,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,One year,f,Electronic check,104.10,7040.85,t
2546-KZAAT,t,f,t,f,52,t,f,DSL,t,Yes,Yes,No,No,Yes,Yes,One year,t,Mailed check,75.40,3865.45,f
0181-RITDD,t,f,t,t,62,t,f,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Mailed check,108.15,6825.65,f
5989-PGKJB,f,f,f,f,16,t,f,Fiber optic,t,No,Yes,No,No,No,Yes,Month-to-month,t,Electronic check,86.25,1340.10,f
4795-KTRTH,f,t,t,f,5,t,t,Fiber optic,t,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,81.00,371.65,t
8272-ONJLV,t,f,f,f,12,t,f,Fiber optic,t,No,No,Yes,No,Yes,Yes,One year,f,Electronic check,95.70,1184.00,f
1488-PBLJN,f,f,t,t,72,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),116.85,8477.70,f
0308-GIQJT,t,t,f,f,71,t,t,Fiber optic,t,No,Yes,No,Yes,Yes,Yes,One year,f,Bank transfer (automatic),105.75,7382.85,f
3778-FOAQW,f,f,t,f,24,t,f,No,f,,,,,,,One year,f,Mailed check,20.15,456.85,f
4452-ROHMO,f,f,f,f,15,t,f,No,f,,,,,,,Two year,f,Mailed check,19.60,331.60,f
6481-OGDOO,t,f,t,f,67,t,f,Fiber optic,t,Yes,Yes,No,No,No,Yes,One year,t,Credit card (automatic),90.60,6056.15,t
3090-LETTY,t,f,f,t,2,t,t,DSL,t,Yes,Yes,No,No,No,No,Month-to-month,f,Bank transfer (automatic),60.95,134.60,f
5349-AZPEW,f,f,t,t,5,f,,DSL,t,No,No,No,No,No,No,Month-to-month,f,Mailed check,25.05,125.50,f
3753-TSEMP,f,f,t,f,15,t,f,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,f,Electronic check,88.15,1390.60,t
8305-VHZBZ,t,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,t,Mailed check,20.20,20.20,t
9720-JJJOR,t,f,t,t,41,t,f,DSL,t,Yes,Yes,Yes,No,No,No,One year,t,Bank transfer (automatic),60.30,2511.30,f
8100-HZZLJ,f,f,f,t,43,t,f,DSL,t,Yes,Yes,No,No,No,Yes,Month-to-month,t,Electronic check,63.95,2737.05,f
8775-ERLNB,t,t,t,f,1,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,f,Electronic check,74.30,74.30,f
8309-IEYJD,f,t,f,f,1,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Mailed check,70.60,70.60,f
9172-JITSM,f,f,t,t,26,t,f,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,90.80,2361.80,t
6298-QDFNH,t,f,f,f,22,t,t,Fiber optic,t,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,79.35,1730.35,t
7398-HPYZQ,t,f,t,f,71,t,t,DSL,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Bank transfer (automatic),90.55,6404.00,f
3546-GHEAE,t,f,f,f,7,t,f,No,f,,,,,,,Two year,f,Mailed check,19.45,165.35,f
7361-YPXFS,f,t,f,f,28,t,t,DSL,t,No,Yes,Yes,Yes,No,No,Month-to-month,f,Bank transfer (automatic),64.45,1867.60,f
6557-BZXLQ,t,t,f,f,16,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,f,Electronic check,69.65,1043.30,f
2550-QHZGP,t,f,f,f,7,t,f,No,f,,,,,,,One year,f,Mailed check,19.50,128.60,f
7519-JTWQH,f,f,f,f,69,t,t,Fiber optic,t,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),110.50,7455.45,f
2538-OIMXF,f,f,f,t,1,f,,DSL,t,No,No,No,No,No,No,Month-to-month,f,Mailed check,24.70,24.70,f
8543-MSDMF,t,f,f,f,3,t,f,DSL,t,Yes,No,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,77.40,206.15,f
